cst	c s t
cst	central standard time
cet	c e t
cet	central european time
pst	p s t
pst	pacific sstandard time
est	e s t
est	eastern standard time
pt	p t
pt	pacific time
et	e t
et	eastern time
gmt	g m t
gmt	greenwich mean time
